Datetime(UTC)	WASD2	NCDV2	LWTV2	GTND2	SGSM2
2017-06-25 18:00:00	0.7990913524000001	0.18663536989999996	0.12633773569999998	0.9996850346999999	0.22160888569999998
2017-06-25 19:00:00	0.7408621479999999	0.1553697875	0.1680798288	0.9427898956	0.2639628945
2017-06-25 20:00:00	0.6032835829000001	0.15086644489999998	0.27016541272	0.8030259995	0.36528922553
2017-06-25 21:00:00	0.48049162333	0.20380020769999999	0.35819891103	0.6782103453	0.4480615717
2017-06-25 22:00:00	0.37001612067	0.33391399701999996	0.4083337492	0.5729041066	0.51075865111
2017-06-25 23:00:00	0.2736042051	0.43222684301	0.43321429489999996	0.4726771016	0.5560591761
2017-06-26 00:00:00	0.1853448353	0.4942869663	0.4210882115	0.3826519679	0.5612113097
2017-06-26 01:00:00	0.11853467030000003	0.5227397696	0.3553540366	0.31737627820000003	0.50212797547
2017-06-26 02:00:00	0.1630797451	0.499130563	0.26074411127999997	0.354704962	0.40363259419999997
2017-06-26 03:00:00	0.31482883419999996	0.40482670823	0.1834066479	0.5139176909000001	0.32270508439
2017-06-26 04:00:00	0.45742399133	0.2874278547	0.1320248532	0.65480261025	0.2519560663
2017-06-26 05:00:00	0.5886617256	0.20591061679999997	0.0933064673	0.7918210017	0.19728423339999998
2017-06-26 06:00:00	0.6872535399999999	0.15375332539999997	0.09805179589999999	0.8874549052	0.1895405157
2017-06-26 07:00:00	0.7073369706	0.11745826609999999	0.169075122	0.9116828736	0.2596599436
2017-06-26 08:00:00	0.5884152237	0.12106889019999997	0.28606774196	0.7895000417	0.37850859573999995
2017-06-26 09:00:00	0.46711198693	0.21659287869999996	0.37536981124	0.66738214857	0.46753867586
2017-06-26 10:00:00	0.35371704674000004	0.36107938458	0.43765403189999996	0.55527702289	0.5429040345
2017-06-26 11:00:00	0.25545580560000003	0.4656016022	0.48437245959999997	0.4516740557	0.6073124893999999
2017-06-26 12:00:00	0.1603700992	0.5308522132	0.5025507168	0.36241073570000004	0.6399025707
2017-06-26 13:00:00	0.0960164724	0.5730027085	0.4724165444	0.29245711729999996	0.6166491721
2017-06-26 14:00:00	0.1841147474	0.5825738084	0.38026533486	0.3832735954	0.51899273514
2017-06-26 15:00:00	0.34295202316	0.5414211742	0.27503104953	0.54049197743	0.42104781448399997
2017-06-26 16:00:00	0.48741685998	0.42225721025999996	0.2028100708	0.68472401254	0.33966560936
2017-06-26 17:00:00	0.6272069211	0.30719819536	0.1455385245	0.82524624	0.2613073823
2017-06-26 18:00:00	0.7383546730999999	0.23147951439999997	0.11771323399999997	0.9372172111	0.21914338679999998
2017-06-26 19:00:00	0.8039602411	0.17384288199999998	0.13058687530000002	1.0048219137	0.2211059078
2017-06-26 20:00:00	0.7350298085	0.14254087029999998	0.19404443789999998	0.9369355513	0.2871956555
2017-06-26 21:00:00	0.5960759509	0.15129986809999996	0.298887963119	0.7967064766	0.3918859355
2017-06-26 22:00:00	0.47474863328	0.2369510385	0.37592794931	0.67331468474	0.46865778408
