	WASD2	NCDV2	LWTV2	GTND2	SGSM2
2017-06-30 19:00:00	0.5504787632	0.27120821855	0.39173475406999997	0.7500205477	0.49080618527
2017-06-30 20:00:00	0.437968136934	0.37907037365999996	0.4828966401	0.64207471648	0.5905679159
2017-06-30 21:00:00	0.3352330289	0.492114115	0.5370097401	0.5327214448	0.6549473328
2017-06-30 22:00:00	0.2416523136	0.5760860332	0.5470576709	0.4434555202	0.6780940362
2017-06-30 23:00:00	0.16703515940000002	0.6210057233999999	0.5154681906	0.3659335508	0.6661104299
2017-07-01 00:00:00	0.2317006104	0.6271510828	0.40599792869999995	0.42854374640000004	0.5454912471
2017-07-01 01:00:00	0.37717601792	0.5846046912	0.30155640077699997	0.57363774377	0.44333827801
2017-07-01 02:00:00	0.52367664595	0.43662662293	0.24792627588	0.72010602648	0.39353344675999996
2017-07-01 03:00:00	0.666300148	0.32600968266999997	0.1816042734	0.8643414191000001	0.283172035
2017-07-01 04:00:00	0.780339805	0.2759115204	0.1818957882	0.9805354845	0.2824658045
