	WASD2	NCDV2	LWTV2	GTND2	SGSM2
2017-06-25 18:00:00	0.8468870431	0.09122697209999997	0.08510663219999998	1.0480176364	0.1621185342
2017-06-25 19:00:00	0.7614191318	0.03879631579999998	0.20321026924	0.960333218	0.2870175306
2017-06-25 20:00:00	0.6104392196999999	0.09759751280000001	0.295249385509	0.8095686481	0.37505443967999996
2017-06-25 21:00:00	0.4814333273	0.2591614844	0.3836047853	0.67926487977	0.49046835832
2017-06-25 22:00:00	0.36517135974	0.38123880943	0.4545814816	0.5685471412900001	0.5622468049
2017-06-25 23:00:00	0.258776273	0.4988290023	0.4862868493	0.45649609700000005	0.6297765041
2017-06-26 00:00:00	0.14972862789999997	0.5525520888	0.44822718	0.34939333850000004	0.5857862683999999
2017-06-26 01:00:00	0.0763325078	0.5865888611	0.37240659828	0.26826637740000003	0.5309127025
2017-06-26 02:00:00	0.20996910510000003	0.5188400699	0.25024399759	0.40803589780000005	0.39805264679999997
2017-06-26 03:00:00	0.36871777405	0.42244283558999995	0.1568076077	0.56308851269	0.293834441
2017-06-26 04:00:00	0.51245634211	0.27450469606	0.07704049369999999	0.71019155832	0.20237537319999999
2017-06-26 05:00:00	0.6532459596	0.17770451269999998	0.03233789170000001	0.8494517034	0.1292341126
2017-06-26 06:00:00	0.7499169004999999	0.11096490609999998	0.06339779789999997	0.9530201335999999	0.14958896649999998
2017-06-26 07:00:00	0.7311342151	0.05735934209999999	0.1999342568	0.9338951381	0.280423714
2017-06-26 08:00:00	0.5982932757	0.08351130109999999	0.34545036907	0.7998434224	0.417329679789
2017-06-26 09:00:00	0.47332407714	0.25843874618999996	0.4708792173	0.67261245417	0.5617746780999999
2017-06-26 10:00:00	0.35390500692	0.41968784372	0.5731937068999999	0.5559421465900001	0.6827464714
